company_url,company_name,activity,company_linked_in,company_founding_year,company_employees,person_full_name,person_job_title,person_url,company_title,company_description,company_content,company_main_terms,company_detailed_terms,stats
www.idealspot.com,IdealSpot,IdealSpot provides the commercial real estate ecosystem with data-driven local market intelligence and risk analysis.,https://twitter.com/theIdealSpot,2014,1-10,Marc Smookler,CEO & Co-Founder,https://www.linkedin.com/in/smookler/,IdealSpot,IdealSpot provides the commercial real estate ecosystem with data-driven local market intelligence and risk analysis.,"
About
IdealSpot helps everyone in the commercial real estate and retail ecosystems better understand local markets and communities through the use of better data. For instance, when and where are people signaling that they actually want or need something—like a cup of coffee, yoga classes, an apartment, a new marketing job, or a car loan? To answer this question we combine demand (signaled intent via online behavior) with best-in-class traditional datasets (demographics, behavior, vehicle traffic data, spending, etc.) to find market gaps and opportunities for our clients.
In other words, we remove the difficult and time-consuming data collection and analysis steps from geographic market analysis workflows. We ingest, refine, and transform high-quality, nationwide geospatial market data into on-demand, problem-solving infographic reports – all through a simple, self-service platform. Our pricing structure is designed to make solutions available at a rate even small businesses and startups can afford.
","Manage & Operate,, Operational Data & Analytics","Operational Data & Analytics,Manage & Operate,Commercial,

                                                Big Data                                            
,

                                                Data Analytics                                            
,

                                                Geosptial                                            
,

                                                Location Analytics                                            
,

                                                Machine Learning                                            
,

                                                Mapping                                            
","{'Year Founded': '2014', 'Total Raised': '$2.3M', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': '902 E 5th St #201Austin, TX 78702'}"
groundbreaker.co/,Groundbreaker,Investment management software for real estate,https://twitter.com/groundbreakerco,2011,1-10,Jake Marmulstein,CEO & Co-Founder,https://www.linkedin.com/in/jakemarmulstein/,Groundbreaker,Investment management software for real estate,"
About
GroundBreaker helps real estate investment firms streamline capital fundraising and investment administration. Our sponsor-branded platform offers simple, intuitive workflows for the modern professional real estate investor and enables sponsors to scale their operations without adding overhead.
Firms who use GroundBreaker have experienced higher levels of investor satisfaction, a growing average investment allocation, and a higher percentage of repeat investments from their LPs and participating members. GroundBreaker is the most easy-to-use technology available for capital fundraising and investor management, built by real estate investors for real estate investors.
",,"Commercial,

                                                CRM                                            
,

                                                FinTech                                            
,

                                                SaaS                                            
","{'Year Founded': '2011', 'Total Raised': '$40K', 'Funding Stage': 'Pre-Seed', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': '900 N Michigan Ave, Suite 1600Chicago, IL 60611'}"
groundbreaker.co/,Groundbreaker,Investment management software for real estate,https://twitter.com/groundbreakerco,2011,1-10,Ed Cravo,Director Of Marketing & Co-Founder,https://www.linkedin.com/in/edipocravo/,Groundbreaker,Investment management software for real estate,"
About
GroundBreaker helps real estate investment firms streamline capital fundraising and investment administration. Our sponsor-branded platform offers simple, intuitive workflows for the modern professional real estate investor and enables sponsors to scale their operations without adding overhead.
Firms who use GroundBreaker have experienced higher levels of investor satisfaction, a growing average investment allocation, and a higher percentage of repeat investments from their LPs and participating members. GroundBreaker is the most easy-to-use technology available for capital fundraising and investor management, built by real estate investors for real estate investors.
",,"Commercial,

                                                CRM                                            
,

                                                FinTech                                            
,

                                                SaaS                                            
","{'Year Founded': '2011', 'Total Raised': '$40K', 'Funding Stage': 'Pre-Seed', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': '900 N Michigan Ave, Suite 1600Chicago, IL 60611'}"
www.dealpath.com/,Dealpath,Dealpath empowers real estate investors with a purpose-built platform to drive maximum value from pipeline to portfolio,https://twitter.com/dealpath,2014,1-10,Andy Lee,Engineering & Co-Founder,https://www.linkedin.com/in/andy-lee-aa7b907/,Dealpath,Dealpath empowers real estate investors with a purpose-built platform to drive maximum value from pipeline to portfolio,"
About
At Dealpath, our goal is to transform the way the built world operates by powering its investors and developers with best-in-class tools and technology.
With smart pipeline tracking, collaborative workflows, and powerful reporting, Dealpath enables real estate investment teams to focus on value-add work that delivers optimal risk-adjusted returns. Investment teams use Dealpath as their virtual command center for buy-side principals deploying capital in the acquisition, development, and financing of real property.
Dealpath is an experienced team of technologists and industry professionals who are passionate about solving real business challenges to create sustainable and compounding value. Founded in 2014, Dealpath is backed by top-tier VC and strategic investors including 8VC, LeFrak, Goldcrest Capital, Milstein, and Bechtel.
If you’re interested in joining a fast-growing team and helping power an $18 trillion industry – Dealpath is looking for top talent.
","Data & Valuation,, Invest & Finance","Invest & Finance,Data & Valuation,Commercial,

                                                Cloud                                            
,

                                                Data Analytics                                            
,

                                                SaaS                                            
,

                                                Web Platform                                            
","{'Year Founded': '2014', 'Total Raised': '$12.2M', 'Funding Stage': 'A', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': '300 California St, Suite 200, San Francisco, CA 94104, US'}"
www.dealpath.com/,Dealpath,Dealpath empowers real estate investors with a purpose-built platform to drive maximum value from pipeline to portfolio,https://twitter.com/dealpath,2014,1-10,Mike Sroka,CEO & Co-Founder,https://www.linkedin.com/in/mike-sroka-9958391/,Dealpath,Dealpath empowers real estate investors with a purpose-built platform to drive maximum value from pipeline to portfolio,"
About
At Dealpath, our goal is to transform the way the built world operates by powering its investors and developers with best-in-class tools and technology.
With smart pipeline tracking, collaborative workflows, and powerful reporting, Dealpath enables real estate investment teams to focus on value-add work that delivers optimal risk-adjusted returns. Investment teams use Dealpath as their virtual command center for buy-side principals deploying capital in the acquisition, development, and financing of real property.
Dealpath is an experienced team of technologists and industry professionals who are passionate about solving real business challenges to create sustainable and compounding value. Founded in 2014, Dealpath is backed by top-tier VC and strategic investors including 8VC, LeFrak, Goldcrest Capital, Milstein, and Bechtel.
If you’re interested in joining a fast-growing team and helping power an $18 trillion industry – Dealpath is looking for top talent.
","Data & Valuation,, Invest & Finance","Invest & Finance,Data & Valuation,Commercial,

                                                Cloud                                            
,

                                                Data Analytics                                            
,

                                                SaaS                                            
,

                                                Web Platform                                            
","{'Year Founded': '2014', 'Total Raised': '$12.2M', 'Funding Stage': 'A', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': '300 California St, Suite 200, San Francisco, CA 94104, US'}"
www.dealpath.com/,Dealpath,Dealpath empowers real estate investors with a purpose-built platform to drive maximum value from pipeline to portfolio,https://twitter.com/dealpath,2014,1-10,Kenter Wu,VP of Engineering & Co-Founder,https://www.linkedin.com/in/kenter-wu-24980816/,Dealpath,Dealpath empowers real estate investors with a purpose-built platform to drive maximum value from pipeline to portfolio,"
About
At Dealpath, our goal is to transform the way the built world operates by powering its investors and developers with best-in-class tools and technology.
With smart pipeline tracking, collaborative workflows, and powerful reporting, Dealpath enables real estate investment teams to focus on value-add work that delivers optimal risk-adjusted returns. Investment teams use Dealpath as their virtual command center for buy-side principals deploying capital in the acquisition, development, and financing of real property.
Dealpath is an experienced team of technologists and industry professionals who are passionate about solving real business challenges to create sustainable and compounding value. Founded in 2014, Dealpath is backed by top-tier VC and strategic investors including 8VC, LeFrak, Goldcrest Capital, Milstein, and Bechtel.
If you’re interested in joining a fast-growing team and helping power an $18 trillion industry – Dealpath is looking for top talent.
","Data & Valuation,, Invest & Finance","Invest & Finance,Data & Valuation,Commercial,

                                                Cloud                                            
,

                                                Data Analytics                                            
,

                                                SaaS                                            
,

                                                Web Platform                                            
","{'Year Founded': '2014', 'Total Raised': '$12.2M', 'Funding Stage': 'A', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': '300 California St, Suite 200, San Francisco, CA 94104, US'}"
haus.com/,Haus,"Pay less, live more. Fair and flexible ownership, designed to fit your lifestyle.",https://twitter.com/haus,2015,1-10,Garrett Camp,Founder,https://www.linkedin.com/in/garrettcamp/,Haus,"Pay less, live more. Fair and flexible ownership, designed to fit your lifestyle.","
About
Pay less, live more. Haus is on a mission to bring flexibility and affordability to home ownership. Instead of taking on a mortgage and debt, homeowners and aspiring buyers can partner with Haus to buy what they can afford. With this co-investing model, monthly payments are 30% lower on average, compared to a traditional mortgage. And, homeowners have the flexibility to buy and sell equity in real time.
","Digital Lenders & Brokers,, Invest & Finance","Invest & Finance,Digital Lenders & Brokers,Residential,

                                                Auctions                                            
,

                                                Automated Valuation                                            
,

                                                Data Analytics                                            
,

                                                FinTech                                            
,

                                                Location Analytics                                            
,

                                                Predictive Analytics                                            
,

                                                Transaction Management                                            
,

                                                Work Flow Management                                            
","{'Year Founded': '2015', 'Total Raised': '$7.1M', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'Los Alamitos (HQ), CAUnited States10930 Portal Dr'}"
www.sunrun.com/,Sunrun,Home energy is yours to control. Let’s change the way we power our lives. The time for solar is now.,https://twitter.com/Sunrun,2007,1001-5000,Edward Fenster,Executive Chairman and co-Founder,https://www.linkedin.com/in/edward-fenster-529a861/,Sunrun,Home energy is yours to control. Let's change the way we power our lives. The time for solar…,"
About
Home energy is yours to control.
You can harness the sun’s abundant energy to power the coffeemaker in the morning. You can store that energy and light up the dinner table at night. With solar panels on your roof and batteries in your home, the power is in your hands.
Our climate is changing, and our energy system needs to change with it. Delivering electricity across long power lines from big power plants is leading to more power outages, rate increases, and dangerous conditions.
At Sunrun, we know there is a better way. By generating and storing energy in our homes, we can share power across neighborhoods and our entire energy system. We have been building this future for over a decade, and every year it grows brighter. Now is the time to make your own energy. Share it with your neighbors. Build a clean, affordable, reliable future for the whole nation.
","Green Building,, Plan & Build","Plan & Build,Green Building,Residential,

                                                Business Intelligence                                            
,

                                                ConTech                                            
,

                                                Data Analytics                                            
,

                                                eco-friendly                                            
,

                                                EnergyTech                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Materials Sciences                                            
,

                                                Sensors                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
","{'Year Founded': '2007', 'Total Raised': '$1.4B', 'Funding Stage': 'Public', 'Employees': '1001-5000', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'San Francisco (HQ), CAUnited States225 Bush St #1400, San Francisco', 'Other Offices': 'San Diego, 6370 Nancy Ridge Dr, San Diego, CA 92121, US'}"
www.sunrun.com/,Sunrun,Home energy is yours to control. Let’s change the way we power our lives. The time for solar is now.,https://twitter.com/Sunrun,2007,1001-5000,Nat Kreamer,CEO,https://www.linkedin.com/in/nat-kreamer-2a131b3/,Sunrun,Home energy is yours to control. Let's change the way we power our lives. The time for solar…,"
About
Home energy is yours to control.
You can harness the sun’s abundant energy to power the coffeemaker in the morning. You can store that energy and light up the dinner table at night. With solar panels on your roof and batteries in your home, the power is in your hands.
Our climate is changing, and our energy system needs to change with it. Delivering electricity across long power lines from big power plants is leading to more power outages, rate increases, and dangerous conditions.
At Sunrun, we know there is a better way. By generating and storing energy in our homes, we can share power across neighborhoods and our entire energy system. We have been building this future for over a decade, and every year it grows brighter. Now is the time to make your own energy. Share it with your neighbors. Build a clean, affordable, reliable future for the whole nation.
","Green Building,, Plan & Build","Plan & Build,Green Building,Residential,

                                                Business Intelligence                                            
,

                                                ConTech                                            
,

                                                Data Analytics                                            
,

                                                eco-friendly                                            
,

                                                EnergyTech                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Materials Sciences                                            
,

                                                Sensors                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
","{'Year Founded': '2007', 'Total Raised': '$1.4B', 'Funding Stage': 'Public', 'Employees': '1001-5000', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'San Francisco (HQ), CAUnited States225 Bush St #1400, San Francisco', 'Other Offices': 'San Diego, 6370 Nancy Ridge Dr, San Diego, CA 92121, US'}"
www.sunrun.com/,Sunrun,Home energy is yours to control. Let’s change the way we power our lives. The time for solar is now.,https://twitter.com/Sunrun,2007,1001-5000,Lynn Jurich,CEO and Co-Founder,https://www.linkedin.com/in/lynn-jurich/,Sunrun,Home energy is yours to control. Let's change the way we power our lives. The time for solar…,"
About
Home energy is yours to control.
You can harness the sun’s abundant energy to power the coffeemaker in the morning. You can store that energy and light up the dinner table at night. With solar panels on your roof and batteries in your home, the power is in your hands.
Our climate is changing, and our energy system needs to change with it. Delivering electricity across long power lines from big power plants is leading to more power outages, rate increases, and dangerous conditions.
At Sunrun, we know there is a better way. By generating and storing energy in our homes, we can share power across neighborhoods and our entire energy system. We have been building this future for over a decade, and every year it grows brighter. Now is the time to make your own energy. Share it with your neighbors. Build a clean, affordable, reliable future for the whole nation.
","Green Building,, Plan & Build","Plan & Build,Green Building,Residential,

                                                Business Intelligence                                            
,

                                                ConTech                                            
,

                                                Data Analytics                                            
,

                                                eco-friendly                                            
,

                                                EnergyTech                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Materials Sciences                                            
,

                                                Sensors                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
","{'Year Founded': '2007', 'Total Raised': '$1.4B', 'Funding Stage': 'Public', 'Employees': '1001-5000', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'San Francisco (HQ), CAUnited States225 Bush St #1400, San Francisco', 'Other Offices': 'San Diego, 6370 Nancy Ridge Dr, San Diego, CA 92121, US'}"
smartrent.com/,SmartRent,Smart home automation for property managers and renters.,https://twitter.com/SmartRent_Help,2017,51-100,Lucas Haldeman,CEO & Founder,https://www.linkedin.com/in/lhaldeman/,SmartRent,Smart home automation for property managers and renters.,"
About
SmartRent is bringing smart home automation to property managers and renters. Whether you develop, own or manage multifamily communities, our platform enables you to control all of the smart devices in your properties.
Property managers can monitor all vacant unit activity and remotely control door locks, thermostats, lights and hundreds of other smart devices.
When a unit is filled, the residents can seamlessly control their smart devices through our app, giving them an unparalleled resident experience.
","Manage & Operate,, Property Management","Property Management,Manage & Operate,Residential,

                                                Internet of Things (IoT)                                            
,

                                                Mobile App                                            
,

                                                Property Management                                            
,

                                                Smart Home                                            
","{'Year Founded': '2017', 'Total Raised': '$41.5M', 'Funding Stage': 'B', 'Employees': '51-100', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': '18835 N Thompson Peak PkwyScottsdale, AZ 85255Suite 300 & 380'}"
www.stacksource.com/,StackSource,Simplifying commercial real estate financing,https://twitter.com/StackSource,2015,1-10,Tim Milazzo,CEO & Co-Founder,https://www.linkedin.com/in/timmilazzo/,StackSource,Simplifying commercial real estate financing,"
About
StackSource is a tech-enabled commercial real estate loan platform. We connect investors who are developing or acquiring commercial properties with financing options like banks, insurance companies, and private lenders through an easy, transparent process. We’re taking the best of commercial mortgage brokerage and updating it for the 21st century. Learn more at StackSource.com.
","Digital Lenders & Brokers,, Invest & Finance","Invest & Finance,Digital Lenders & Brokers,Commercial,

                                                FinTech                                            
,

                                                Marketplace                                            
,

                                                Web Platform                                            
","{'Year Founded': '2015', 'Total Raised': '$680K', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'Flatiron DistrictNew York, NY, 10010United States'}"
www.stacksource.com/,StackSource,Simplifying commercial real estate financing,https://twitter.com/StackSource,2015,1-10,Richard Santhouse,Co-Founder,https://www.linkedin.com/in/richardsanthouse/,StackSource,Simplifying commercial real estate financing,"
About
StackSource is a tech-enabled commercial real estate loan platform. We connect investors who are developing or acquiring commercial properties with financing options like banks, insurance companies, and private lenders through an easy, transparent process. We’re taking the best of commercial mortgage brokerage and updating it for the 21st century. Learn more at StackSource.com.
","Digital Lenders & Brokers,, Invest & Finance","Invest & Finance,Digital Lenders & Brokers,Commercial,

                                                FinTech                                            
,

                                                Marketplace                                            
,

                                                Web Platform                                            
","{'Year Founded': '2015', 'Total Raised': '$680K', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'Flatiron DistrictNew York, NY, 10010United States'}"
www.stacksource.com/,StackSource,Simplifying commercial real estate financing,https://twitter.com/StackSource,2015,1-10,Nathan Wall,CTO & Co-Founder,https://www.linkedin.com/in/nathan-wall-216021117/,StackSource,Simplifying commercial real estate financing,"
About
StackSource is a tech-enabled commercial real estate loan platform. We connect investors who are developing or acquiring commercial properties with financing options like banks, insurance companies, and private lenders through an easy, transparent process. We’re taking the best of commercial mortgage brokerage and updating it for the 21st century. Learn more at StackSource.com.
","Digital Lenders & Brokers,, Invest & Finance","Invest & Finance,Digital Lenders & Brokers,Commercial,

                                                FinTech                                            
,

                                                Marketplace                                            
,

                                                Web Platform                                            
","{'Year Founded': '2015', 'Total Raised': '$680K', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'Flatiron DistrictNew York, NY, 10010United States'}"
,Policy bazaar,compare home insurance quotes online to buy best house Insurance policies in India. Protect your property with home insurance now.,https://twitter.com/policybazaar,2008,1001-5000,Alok Bansal,Director & Co-Founder,https://www.linkedin.com/in/alok-bansal-23b04a4/,Policy bazaar,compare home insurance quotes online to buy best house Insurance policies in India. Protect your property with home…,"
About
PolicyBazaar.com is India’s prominent online life insurance and general insurance aggregator. We are specialized in making comparative analysis of the insurance products. The basis for the comparison is price, quality and key benefits.
Based on user input’s, various options in the desired insurance product are showcased to him/her. To facilitate the user understanding of the products, there are special segments like “knowledge.policybazaar” and “ask.policybazaar”. Under these segments, customer queries are answered and information about new insurance products and trends are shared with the users.
PolicyBazaar.com has built strong relationships with all prominent public and private insurance companies across India. Our partners are from life insurance, health insurance, car insurance, travel insurance, corporate insurance and loan sectors. We pride our self in the relationship we share with our partners. We utilize these partnerships to:
• Streamline our knowledge and business operations
• Show prices directly from the insurers.
• Compare the policies with complete details
• Provide the facility of buying insurance online
","Home Insurance,, Invest & Finance","Invest & Finance,Home Insurance,Residential,

                                                Big Data                                            
,

                                                FinTech                                            
,

                                                InsureTech                                            
,

                                                Marketplace                                            
","{'Year Founded': '2008', 'Total Raised': '$476.6M', 'Funding Stage': 'C+', 'Employees': '1001-5000', 'Country': 'India', 'Operation area': 'India', 'HQ Address': 'Building no. 119, Sector 44, Gurgaon, Gurgaon, Haryana 122001, IN', 'Other Offices': 'Ground Floor, 119, Sector 44, Gurgaon, Haryana, Gurgaon , Haryana 122001, IN'}"
,Policy bazaar,compare home insurance quotes online to buy best house Insurance policies in India. Protect your property with home insurance now.,https://twitter.com/policybazaar,2008,1001-5000,Yashish Dahiya,CEO & Co-Founder,,Policy bazaar,compare home insurance quotes online to buy best house Insurance policies in India. Protect your property with home…,"
About
PolicyBazaar.com is India’s prominent online life insurance and general insurance aggregator. We are specialized in making comparative analysis of the insurance products. The basis for the comparison is price, quality and key benefits.
Based on user input’s, various options in the desired insurance product are showcased to him/her. To facilitate the user understanding of the products, there are special segments like “knowledge.policybazaar” and “ask.policybazaar”. Under these segments, customer queries are answered and information about new insurance products and trends are shared with the users.
PolicyBazaar.com has built strong relationships with all prominent public and private insurance companies across India. Our partners are from life insurance, health insurance, car insurance, travel insurance, corporate insurance and loan sectors. We pride our self in the relationship we share with our partners. We utilize these partnerships to:
• Streamline our knowledge and business operations
• Show prices directly from the insurers.
• Compare the policies with complete details
• Provide the facility of buying insurance online
","Home Insurance,, Invest & Finance","Invest & Finance,Home Insurance,Residential,

                                                Big Data                                            
,

                                                FinTech                                            
,

                                                InsureTech                                            
,

                                                Marketplace                                            
","{'Year Founded': '2008', 'Total Raised': '$476.6M', 'Funding Stage': 'C+', 'Employees': '1001-5000', 'Country': 'India', 'Operation area': 'India', 'HQ Address': 'Building no. 119, Sector 44, Gurgaon, Gurgaon, Haryana 122001, IN', 'Other Offices': 'Ground Floor, 119, Sector 44, Gurgaon, Haryana, Gurgaon , Haryana 122001, IN'}"
acre.co/,Acre Designs,"Acre homes are the future. Powered by the sun, healthier indoor environment, and darn good looking.",https://twitter.com/AcreHomes,2015,1-10,Andrew Dickson,Founder,https://www.linkedin.com/in/andrewbdickson/,Acre Designs,"Acre homes are the future. Powered by the sun, healthier indoor environment, and darn good looking.","
About
Acre creates beautiful, simple and smart net zero homes.
BEAUTIFUL
Purposeful design results in homes that are better for people and the planet. Acre’s zero-energy homes are filled with daylight, fresh air, and carefully crafted details – for a healthy, comfortable home that reflects your lifestyle and your values.
SIMPLE
We eliminate the pain of typical construction with curated options, straightforward pricing and a rapid build. But the process is only part of the story. We obsess over high-quality, low-maintenance details throughout, to make living in an Acre home a joy.
SMART
We bring together the most advanced materials and technologies, for a home that functions like a modern product should. Completely powered by the sun, responsive and flexible in design, and built upon technology. It’s how our homes define a different future.
","Plan & Build,, Prefab Building","Prefab Building,Plan & Build,Residential,

                                                Artificial Intelligence                                            
,

                                                Business Intelligence                                            
,

                                                ConTech                                            
,

                                                Data Analytics                                            
,

                                                eco-friendly                                            
,

                                                EnergyTech                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Materials Sciences                                            
,

                                                Modular Building                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
","{'Year Founded': '2015', 'Total Raised': '$1.7M', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'Palo Alto (HQ), CAUnited States555 Bryant St #307'}"
acre.co/,Acre Designs,"Acre homes are the future. Powered by the sun, healthier indoor environment, and darn good looking.",https://twitter.com/AcreHomes,2015,1-10,Jennifer Dickson,Co-Founder/ CDO,https://www.linkedin.com/in/jldickson/,Acre Designs,"Acre homes are the future. Powered by the sun, healthier indoor environment, and darn good looking.","
About
Acre creates beautiful, simple and smart net zero homes.
BEAUTIFUL
Purposeful design results in homes that are better for people and the planet. Acre’s zero-energy homes are filled with daylight, fresh air, and carefully crafted details – for a healthy, comfortable home that reflects your lifestyle and your values.
SIMPLE
We eliminate the pain of typical construction with curated options, straightforward pricing and a rapid build. But the process is only part of the story. We obsess over high-quality, low-maintenance details throughout, to make living in an Acre home a joy.
SMART
We bring together the most advanced materials and technologies, for a home that functions like a modern product should. Completely powered by the sun, responsive and flexible in design, and built upon technology. It’s how our homes define a different future.
","Plan & Build,, Prefab Building","Prefab Building,Plan & Build,Residential,

                                                Artificial Intelligence                                            
,

                                                Business Intelligence                                            
,

                                                ConTech                                            
,

                                                Data Analytics                                            
,

                                                eco-friendly                                            
,

                                                EnergyTech                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Materials Sciences                                            
,

                                                Modular Building                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
","{'Year Founded': '2015', 'Total Raised': '$1.7M', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'Palo Alto (HQ), CAUnited States555 Bryant St #307'}"
haus.me/,haus.me,Autonomous self- sustainable intelligent house,https://twitter.com/haus_me,2016,1-10,Julia Gerbut,Co-Founder,https://www.linkedin.com/in/julia-gerbut-4149424/,haus.me,Autonomous self- sustainable intelligent house,"
About
Hous.me are reinventing the house that fit the future. This modern house combines autonomous and off-the-grid capabilities, fast and solidly built technology using 3D-printing, and the ability to make its own decisions with AI Smart HomeOS system.
","Plan & Build,, Prefab Building","Prefab Building,Plan & Build,Residential,

                                                3D Printing                                            
,

                                                Artificial Intelligence                                            
,

                                                Big Data                                            
,

                                                Business Intelligence                                            
,

                                                ConTech                                            
,

                                                Data Analytics                                            
,

                                                eco-friendly                                            
,

                                                EnergyTech                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Materials Sciences                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
","{'Year Founded': '2016', 'Total Raised': '$1.1M', 'Funding Stage': 'Grant', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'distribution centre250 Chism St, C7, Reno, Nevada 89503, US'}"
haus.me/,haus.me,Autonomous self- sustainable intelligent house,https://twitter.com/haus_me,2016,1-10,Max Gerbut,Founder & CEO,https://www.linkedin.com/in/maks-gerbut/,haus.me,Autonomous self- sustainable intelligent house,"
About
Hous.me are reinventing the house that fit the future. This modern house combines autonomous and off-the-grid capabilities, fast and solidly built technology using 3D-printing, and the ability to make its own decisions with AI Smart HomeOS system.
","Plan & Build,, Prefab Building","Prefab Building,Plan & Build,Residential,

                                                3D Printing                                            
,

                                                Artificial Intelligence                                            
,

                                                Big Data                                            
,

                                                Business Intelligence                                            
,

                                                ConTech                                            
,

                                                Data Analytics                                            
,

                                                eco-friendly                                            
,

                                                EnergyTech                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Materials Sciences                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
","{'Year Founded': '2016', 'Total Raised': '$1.1M', 'Funding Stage': 'Grant', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': 'distribution centre250 Chism St, C7, Reno, Nevada 89503, US'}"
bonestructure.ca/en/,Bone Structure,BONE Structure is a steel construction system leading the way towards high performance and energy efficient homes.,https://www.linkedin.com/company/bone-structure/,2005,101-250,,,,Bone Structure,BONE Structure is a steel construction system leading the way towards high performance and energy efficient homes.,"
About
THE STRENGTH AND BEAUTY OF STEEL AT THE HEART OF YOUR NEW HOME
BONE Structure is a steel construction system leading the way towards high performance, energy efficient homes, designed and built using an integrated process inspired by the aerospace industry. The BONE Structure construction system is the best integrator to build Net Zero Energy Homes.
","Plan & Build,, Prefab Building","Prefab Building,Plan & Build,Residential,

                                                Artificial Intelligence                                            
,

                                                Business Intelligence                                            
,

                                                ConTech                                            
,

                                                Data Analytics                                            
,

                                                eco-friendly                                            
,

                                                EnergyTech                                            
,

                                                Materials Sciences                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
","{'Year Founded': '2005', 'Total Raised': '', 'Funding Stage': 'Seed', 'Employees': '101-250', 'Country': 'Canada', 'Operation area': 'Canada,United States', 'HQ Address': 'Laval, Quebec, Canada'}"
revolutionprecrafted.com/,Revolution Precrafted,"REVOLUTION PRECRAFTED is a supplier of limited edition, prefab properties, like homes & pavilions, introduced by design & real estate developer
Robbie Antonio.",https://twitter.com/revolutionprecr,2015,1-10,Robbie Antonio,CEO,https://www.linkedin.com/in/robbieantonio/,Revolution Precrafted,"REVOLUTION PRECRAFTED is a supplier of limited edition, prefab properties, like homes & pavilions, introduced by design &…","
About
REVOLUTION is a collection of limited edition, pre-crafted properties, including homes and pavilions, introduced by design & real estate developer Robbie Antonio. The project unites over 68 of the world’s preeminent architects, artists and designers to create an exclusive series of prefabricated, livable spaces. With a network of cutting-edge technologies and cost-efficient production systems, Revolution is democratizing high-design and architecture by introducing designed spaces in exclusive collaboration with industry leading creatives.
Fearless design. Borderless business. Each piece is transported to you wherever you are. An entire industry revolutionized.
","Plan & Build,, Prefab Building","Prefab Building,Plan & Build,Commercial,Residential,

                                                Business Intelligence                                            
,

                                                ConTech                                            
,

                                                eco-friendly                                            
,

                                                EnergyTech                                            
,

                                                Materials Sciences                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
,

                                                Social-Impact                                            
","{'Year Founded': '2015', 'Total Raised': '$15.4M', 'Funding Stage': 'B', 'Employees': '1-10', 'Country': 'Philippines', 'Operation area': 'Global', 'HQ Address': 'Pacific Star BuildingMakati Ave. corner Sen. Gil J. Puyat Ave., Makati City, Metro Manila - NCR 1226, PH'}"
